slug,name,homepage,registry_url,registry_source,repo_full_name,repo_url,description,license,gh_stars,gh_forks,gh_pushed_at,gh_days_since_push,maintenance,item_count,free_item_count,paid_item_count,access,docs_url,preview_embeddable,status,first_seen,last_seen,last_crawled_at,gone_on,notes
doublecheap-open-ui,@doublecheap/open-ui,https://opensource-ui.vercel.app,https://raw.githubusercontent.com/liuchiawei/open-ui/master/public/r/registry.json,github,liuchiawei/open-ui,https://github.com/liuchiawei/open-ui,"A high-performance, open-source UI component library designed for developers who prioritize speed, motion, and modern aesthetics. OPEN-UI combines the reliability of industry-standard primitives with fluid, high-fidelity animations.",,0,0,2026-07-09T11:59:01+00:00,57,76,29,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:10.703+00:00,,
downshift-shadcn-combobox,downshift-shadcn-combobox,https://downshift-shadcn-combobox.vercel.app,https://raw.githubusercontent.com/OmerMakesStuff/downshift-shadcn-combobox/main/registry.json,github,OmerMakesStuff/downshift-shadcn-combobox,https://github.com/OmerMakesStuff/downshift-shadcn-combobox,Combobox/autocomplete component built with shadcn/ui and Downshift.,MIT,133,8,2025-01-19T11:45:39+00:00,593,6,1,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:26:29.574+00:00,,
draco-china-github,shadcn/ui,https://draco-china.github.io,https://raw.githubusercontent.com/draco-china/shadcn-pro/main/apps/docs/public/r/styles/radix-sera/registry.json,github,draco-china/shadcn-pro,https://github.com/draco-china/shadcn-pro,"Pro-grade components for shadcn/ui — ProForm, ProTable, Editor. Copy and own.",,2,0,2026-06-11T16:38:14+00:00,85,66,201,201,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:29:23.082+00:00,,
drift-ui-components,acme,http://localhost:3000,https://raw.githubusercontent.com/suryanshXD/Drift-UI-Components/master/registry.json,github,suryanshXD/Drift-UI-Components,https://github.com/suryanshXD/Drift-UI-Components,,,0,0,2025-07-07T13:11:15+00:00,424,6,17,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:21.451+00:00,,
dropdrawer,dropdrawer,https://dropdrawer.jiaweing.com,https://dropdrawer.jiaweing.com/r/registry.json,live,jiaweing/DropDrawer,https://github.com/jiaweing/DropDrawer,A responsive component that automatically switches between a dropdown menu on desktop and a drawer on mobile devices for shadcn/ui. A drop-in replacement for shadcn/ui's DropdownMenu component.,MIT,205,7,2026-06-01T17:56:53+00:00,95,49,1,1,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:26:14.918+00:00,,
dsgn,dsgn,https://design.dhruvchoudhary.com,https://raw.githubusercontent.com/Dhruvch1244/design/main/packages/registry/registry.json,github,Dhruvch1244/design,https://github.com/Dhruvch1244/design,"A portable cross-AI design philosophy, a shadcn-style component registry, a CLI, and a Claude Code Agent Skill — all extracted from real shipped apps.",MIT,1,0,2026-09-02T17:04:51+00:00,2,94,45,0,0,unknown,,,active,2026-08-29,2026-09-04,2026-09-04T08:31:45.029+00:00,,
duck,duck,https://duckui.davideghiotto.it,https://duckui.davideghiotto.it/r/registry.json,live,davide97g/duck-ui,https://github.com/davide97g/duck-ui,,,,,,,,81,81,0,free,https://duckui.davideghiotto.it/docs/components/quack-button,false,active,2026-08-02,2026-09-04,2026-09-04T08:18:27.315+00:00,,
dx,shadcn/ui,https://ui.shadcn.com,https://raw.githubusercontent.com/najmus-sakib-hossain/dx/main/apps/shadcn-ui/apps/v4/public/r/styles/base-vega/registry.json,github,najmus-sakib-hossain/dx,https://github.com/najmus-sakib-hossain/dx,Enhanced Development Experience,,1,1,2026-02-12T19:24:23+00:00,202,26,134,0,0,unknown,,,active,2026-08-04,2026-09-02,2026-09-02T08:34:45.447+00:00,,
dx-ui,shadcn/ui,https://ui.shadcn.com,https://raw.githubusercontent.com/najmus-sakib-hossain/dx-ui/main/ui/apps/v4/registry.json,github,najmus-sakib-hossain/dx-ui,https://github.com/najmus-sakib-hossain/dx-ui,Style things up!,,1,0,2025-07-07T13:33:34+00:00,393,6,333,0,0,unknown,,,gone,2026-08-01,2026-08-04,2026-08-04T08:21:34.315+00:00,2026-08-08,
dylo,dylo,https://design.dylo.dev,https://raw.githubusercontent.com/dyloAI/dylo-design/main/registry.json,github,dyloAI/dylo-design,https://github.com/dyloAI/dylo-design,"The dylo design system — tokens, Tailwind v4 theme, React components and brand assets. Installable with the shadcn CLI.",,0,0,2026-08-24T14:05:30+00:00,11,86,2,0,0,unknown,,,active,2026-08-11,2026-09-04,2026-09-04T08:37:25.117+00:00,,
dziedzorm,dziedzorm,https://dziedzorm.xyz,https://dziedzorm.xyz/r/registry.json,live,kennyAnyi9/dziedzorm,https://github.com/kennyAnyi9/dziedzorm,Professional Portfolio,,0,0,2026-05-09T17:36:08+00:00,118,49,1,1,0,free,,,active,2026-08-02,2026-09-04,2026-09-04T08:37:05.747+00:00,,
easy-forms,easy-forms,https://github.com,https://raw.githubusercontent.com/Chandima301/easy-forms/main/packages/registry/registry.json,github,Chandima301/easy-forms,https://github.com/Chandima301/easy-forms,React Form Library,MIT,8,0,2026-07-30T18:05:56+00:00,14,86,17,0,0,unknown,,,gone,2026-08-11,2026-08-13,2026-08-13T08:25:33.924+00:00,2026-08-17,
easy-shadcn-ui,easy-shadcn/ui,https://easy-shadcn.vercel.app,https://easy-shadcn.vercel.app/r/registry.json,live,simonwong/easy-shadcn,https://github.com/simonwong/easy-shadcn,,,,,,,,39,39,0,free,https://easy-shadcn.vercel.app/docs/components/card,true,active,2026-08-10,2026-09-04,2026-09-04T08:18:27.554+00:00,,
easyui,easyui,https://easyui.site,https://raw.githubusercontent.com/Surajmaurya1/easyui/main/registry.json,github,Surajmaurya1/easyui,https://github.com/Surajmaurya1/easyui,,MIT,11,2,2026-09-04T07:17:09+00:00,0,94,80,0,0,unknown,https://easyui.site/components/activity-feed,false,active,2026-08-29,2026-09-04,2026-09-04T08:28:17.38+00:00,,
ec-registry,ec-registry,https://hajimism.github.io,https://raw.githubusercontent.com/hajimism/ec-registry-demo/main/registry.json,github,hajimism/ec-registry-demo,https://github.com/hajimism/ec-registry-demo,,,0,1,2026-05-20T01:59:41+00:00,107,49,10,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:37:13.82+00:00,,
echo-mirage,echo-mirage,http://localhost:3050,https://raw.githubusercontent.com/loteknowledG/echo-mirage-cyberdeck/main/public/registry/registry.json,github,loteknowledG/echo-mirage-cyberdeck,https://github.com/loteknowledG/echo-mirage-cyberdeck,,,0,0,2026-08-26T02:56:18+00:00,9,86,6,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:22.66+00:00,,
edbn-ui,edbn-ui,https://ui.edbn.me,https://ui.edbn.me/r/registry.json,live,edbnme/ui,https://github.com/edbnme/ui,,NOASSERTION,13,1,2026-09-02T22:06:40+00:00,1,94,67,67,0,free,https://ui.edbn.me/docs/components/accordion,false,active,2026-08-31,2026-09-04,2026-09-04T08:28:09.664+00:00,,
edgecom,edgecom,https://design.edgecom.ai,https://design.edgecom.ai/r/registry.json,live,edgecom-ai/design-system,https://github.com/edgecom-ai/design-system,Edgecom Design System,,0,0,2026-09-02T20:26:00+00:00,2,94,67,67,0,free,https://design.edgecom.ai/components/accordion,true,active,2026-08-22,2026-09-04,2026-09-04T08:36:28.471+00:00,,
edgestore,EdgeStore,https://edgestore.dev,https://raw.githubusercontent.com/edgestorejs/edgestore/main/registry.json,github,edgestorejs/edgestore,https://github.com/edgestorejs/edgestore,,MIT,453,31,2026-09-01T13:55:03+00:00,3,94,12,12,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:25:59.309+00:00,,
editorcn,editorcn,https://editorcn.vercel.app,https://editorcn.vercel.app/r/registry.json,live,shadcn-labs/editorcn,https://github.com/shadcn-labs/editorcn,,,,,,,,3,3,0,free,https://editorcn.vercel.app/docs/editor,true,active,2026-08-30,2026-09-04,2026-09-04T08:18:28.019+00:00,,
edra-tsuzat,edra-tsuzat,https://edra.tsuzat.com,https://edra.tsuzat.com/r/index.json,live,Tsuzat/Edra,https://github.com/Tsuzat/Edra,Fully controllable and best rich text editor for Svelte Developers,MIT,666,29,2026-08-10T01:52:57+00:00,25,86,1,1,0,free,,,active,2026-08-13,2026-09-04,2026-09-04T08:25:39.321+00:00,,
efferd,efferd,https://legacy.efferd.com,https://legacy.efferd.com/r/registry.json,live,shabanhr/efferd-ui,https://github.com/shabanhr/efferd-ui,Beautiful @shadcn/ui blocks and components for modern web apps.,NOASSERTION,145,6,2025-12-10T12:53:51+00:00,268,26,40,40,0,free,https://efferd.com/view/auth-1,,active,2026-08-01,2026-09-04,2026-09-04T08:26:25.306+00:00,,
efferd-,efferd,http://efferd.com,http://efferd.com/r/registry.json,live,,,,,,,,,,201,97,103,mixed,,,active,2026-08-01,2026-09-04,2026-09-04T08:34:58.552+00:00,,
egghead,egghead,https://egghead.io,https://raw.githubusercontent.com/badass-courses/egghead/main/packages/ui/registry.json,github,badass-courses/egghead,https://github.com/badass-courses/egghead,,,0,0,2026-09-03T01:57:49+00:00,1,94,7,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:02.548+00:00,,
einui,einui,https://ui.eindev.ir,https://ui.eindev.ir/r/registry.json,live,einui/einui,https://github.com/einui/einui,"A collection of beautiful, ready-made Liquid Glass UI components you can preview, copy, and drop into any web app. It offers a refined frosted-glass aesthetic with accessible, responsive components built on Tailwind, shadcn/ui, and Radix UI primitives.",MIT,140,17,2026-08-11T03:58:07+00:00,24,86,44,44,0,free,https://ui.eindev.ir/docs/components/glass-avatar,true,active,2026-08-01,2026-09-04,2026-09-04T08:26:29.948+00:00,,
ekairos,ekairos,https://github.com,https://raw.githubusercontent.com/e-kairos/ekairos/main/packages/registry/registry.json,github,e-kairos/ekairos,https://github.com/e-kairos/ekairos,ekairos-public,NOASSERTION,1,0,2026-08-04T02:09:24+00:00,31,76,5,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:31:31.883+00:00,,
elchika-ui,elchika-ui,https://github.com,https://raw.githubusercontent.com/elchika-inc/ui/main/registry.json,github,elchika-inc/ui,https://github.com/elchika-inc/ui,,MIT,0,0,2026-08-02T12:27:00+00:00,0,94,62,0,0,unknown,,,gone,2026-08-02,2026-08-02,2026-08-02T22:44:59.933+00:00,2026-08-06,
eldoraui,eldoraui,https://eldoraui.site,https://eldoraui.site/r/registry.json,live,karthikmudunuri/eldoraui,https://github.com/karthikmudunuri/eldoraui,,,,,,,,115,115,0,free,https://www.eldoraui.site/docs/components/safari-browser,true,active,2026-08-01,2026-09-04,2026-09-04T08:16:17.666+00:00,,
elements,elements,https://www.tryelements.dev,https://www.tryelements.dev/r/registry.json,live,crafter-station/elements,https://github.com/crafter-station/elements,"Full-stack shadcn/ui blocks for auth, payments, AI, logos, and more",MIT,521,29,2026-08-14T06:10:34+00:00,21,86,360,360,0,free,https://tryelements.dev/docs/ai-elements/multi-agent/agent-context,,active,2026-08-01,2026-09-04,2026-09-04T08:25:47.37+00:00,,
elevenlabs,shadcn/ui,https://ui.elevenlabs.io,https://raw.githubusercontent.com/elevenlabs/ui/HEAD/apps/www/registry.json,github,elevenlabs/ui,https://github.com/elevenlabs/ui,,,,,,,,50,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:18:35.958+00:00,,
emrocode,emrocode,https://style.emroco.de,https://style.emroco.de/r/registry.json,live,emrocode/style,https://github.com/emrocode/style,"🎨 Personal design system, layout blocks, and theme primitives for shadcn/ui.",,0,0,2026-07-27T14:14:31+00:00,39,76,6,6,0,free,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:17.458+00:00,,
ericts-ui,ericts-ui,https://ui.ericts.com,https://ui.ericts.com/r/registry.json,live,EricTsai83/ericts-ui,https://github.com/EricTsai83/ericts-ui,"A shadcn-compatible component registry focused on fluid, animated UI components.",MIT,7,0,2026-09-03T08:01:05+00:00,1,94,52,52,0,free,https://ui.ericts.com/components/smooth-height,true,active,2026-08-07,2026-09-04,2026-09-04T08:28:42.401+00:00,,
espresso,espresso,https://espresso-base-ui.vercel.app,https://raw.githubusercontent.com/timelessco/espresso-base-ui/main/registry.json,github,timelessco/espresso-base-ui,https://github.com/timelessco/espresso-base-ui,,MIT,3,1,2026-09-04T07:24:51+00:00,0,94,57,0,0,unknown,,,active,2026-08-21,2026-09-04,2026-09-04T08:29:00.736+00:00,,
etf-portfolio-transparency-overlap-analyzer,shadcn/ui,https://ui.shadcn.com,https://raw.githubusercontent.com/Gabriel-br07/ETF-Portfolio-Transparency-Overlap-Analyzer/main/ui/apps/v4/public/r/styles/default/registry.json,github,Gabriel-br07/ETF-Portfolio-Transparency-Overlap-Analyzer,https://github.com/Gabriel-br07/ETF-Portfolio-Transparency-Overlap-Analyzer,,MIT,0,0,2026-01-15T20:30:26+00:00,204,26,364,0,0,unknown,,,gone,2026-08-08,2026-08-08,2026-08-08T08:27:10.472+00:00,2026-08-12,
ethereal,ethereal,https://ethereal.ale.design,https://ethereal.ale.design/r/registry.json,live,TheAleSch/ethereal,https://github.com/TheAleSch/ethereal,"React components for animated glow borders and black-hole light effects. Pure CSS, zero dependencies, SSR-safe, one shared 60fps loop. Install from npm or the shadcn registry.",,0,0,2026-09-01T21:33:17+00:00,2,94,1,1,0,free,,,active,2026-08-30,2026-09-04,2026-09-04T08:35:59.371+00:00,,
eve,eve,https://eve.dev,https://eve.dev/r/registry.json,live,vercel/eve,https://github.com/vercel/eve,,,,,,,,92,92,0,free,https://eve.dev/integrations/linear,,active,2026-08-05,2026-09-04,2026-09-04T08:18:30.735+00:00,,
eve-agents,eve-agents,https://github.com,https://raw.githubusercontent.com/clerk/eve-agents/main/registry.json,github,clerk/eve-agents,https://github.com/clerk/eve-agents,A starter kit for using clerk auth with eve agents.,,1,0,2026-07-28T16:46:37+00:00,19,86,1,0,0,unknown,,,gone,2026-08-11,2026-08-16,2026-08-16T11:37:52.878+00:00,2026-08-20,
event-calendar,event-calendar,https://github.com,https://raw.githubusercontent.com/AnoRebel/event-calendar/main/public/r/registry.json,github,AnoRebel/event-calendar,https://github.com/AnoRebel/event-calendar,"A flexible, interactive Vue/Nuxt calendar component.",MIT,2,0,2026-07-29T19:41:08+00:00,4,94,4,0,0,unknown,,,gone,2026-08-01,2026-08-02,2026-08-02T18:15:41.869+00:00,2026-08-06,
evex,evex,https://evex.sh,https://evex.sh/r/registry.json,live,TommyBez/evex,https://github.com/TommyBez/evex,evex is the open source community registry for Eve agents. Browse agents built by the community and install them into your Eve app with one command.,MIT,24,0,2026-09-04T06:52:49+00:00,0,94,15,15,0,free,https://www.evex.sh/agents/brand-visual-asset-generator,,active,2026-08-01,2026-09-04,2026-09-04T08:27:31.325+00:00,,
evilcharts,EvilCharts,https://evilcharts-sv.vercel.app,https://evilcharts-sv.vercel.app/r/registry.json,live,mielsense/evilcharts-sv,https://github.com/mielsense/evilcharts-sv,,,,,,,,317,317,0,free,,,active,2026-08-13,2026-09-04,2026-09-04T08:18:34.396+00:00,,
evilcharts-evilcharts-sv,EvilCharts,https://evilcharts-sv.vercel.app,https://evilcharts-sv.vercel.app/r/registry.json,live,mielsense/evilcharts-sv,https://github.com/mielsense/evilcharts-sv,,,,,,,,317,317,0,free,,,active,2026-08-31,2026-09-03,2026-09-03T08:18:11.706+00:00,,
evilcharts-legions-developer,EvilCharts,https://evilcharts.com,https://evilcharts.com/r/registry.json,live,legions-developer/evilcharts,https://github.com/legions-developer/evilcharts,"EvilCharts is an open-source chart UI website built with shadcn and Recharts, beautifully designed and handcrafted.",MIT,2865,87,2026-08-29T09:38:14+00:00,6,94,279,279,0,free,,,active,2026-09-02,2026-09-04,2026-09-04T08:24:47.98+00:00,,
evilrabbit,evilrabbit,https://github.com,https://raw.githubusercontent.com/evilrabbit/lifeline/main/registry.json,github,evilrabbit/lifeline,https://github.com/evilrabbit/lifeline,A timeline component for the stories that unfold over time. Ships as a shadcn registry.,MIT,510,24,2026-07-31T16:42:28+00:00,35,76,7,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:25:49.597+00:00,,
example-react,@example/react,https://jsrepo.dev,https://raw.githubusercontent.com/jsrepojs/jsrepo/main/examples/react/public/r/shadcn/registry.json,github,jsrepojs/jsrepo,https://github.com/jsrepojs/jsrepo,🛸 The modern registry toolchain.,MIT,626,41,2026-07-10T20:29:36+00:00,55,76,2,2,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:25:41.256+00:00,,
excite-ds,excite-ds,http://excite.limited,https://raw.githubusercontent.com/Excite-Innovation/excite-ds/master/public/r/registry.json,github,Excite-Innovation/excite-ds,https://github.com/Excite-Innovation/excite-ds,"Excite! Design System is a reusable UI component library for building consistent, scalable products across the Excite ecosystem. Built on top of Shadcn, it extends and customizes components through the shadcn directory while maintaining compatibility with the foundation.",,0,0,2026-06-25T23:16:24+00:00,70,66,1,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:55.966+00:00,,
extend-ui,extend-ui,https://www.extend.ai,https://raw.githubusercontent.com/extend-hq/ui/HEAD/apps/v4/registry.json,github,extend-hq/ui,https://github.com/extend-hq/ui,,,,,,,,55,0,0,unknown,https://www.extend.ai/ui/docs/components/file-upload,,active,2026-08-01,2026-09-04,2026-09-04T08:18:37.078+00:00,,
eyfi,eyfi,https://ambassador.eyfichallenge.com,https://raw.githubusercontent.com/ankitku3101/reward-ladder/main/public/r/registry.json,github,ankitku3101/reward-ladder,https://github.com/ankitku3101/reward-ladder,,,0,0,2026-08-31T19:53:59+00:00,4,94,1,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:44.124+00:00,,
fab-ui,fab-UI,https://fab-ui.vercel.app,https://raw.githubusercontent.com/ashusevim/fab-UI/main/registry.json,github,ashusevim/fab-UI,https://github.com/ashusevim/fab-UI,,,0,0,2025-04-25T05:24:08+00:00,497,6,1,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:35:47.489+00:00,,
fab-ui-ashusevim,fab-UI,https://fab-ui.vercel.app,https://raw.githubusercontent.com/ashusevim/fab-UI/main/registry.json,github,ashusevim/fab-UI,https://github.com/ashusevim/fab-UI,,,0,0,2025-04-25T05:24:08+00:00,474,6,1,0,0,unknown,,,gone,2026-08-12,2026-08-12,2026-08-12T08:24:22.737+00:00,2026-08-16,
fable-ui,fable-ui,https://fable-ui.shobky.com,https://fable-ui.shobky.com/r/registry.json,live,shobky/fable-ui,https://github.com/shobky/fable-ui,,,,,,,,13,13,0,free,https://fable-ui.shobky.com/docs/components/metric-card,true,active,2026-08-01,2026-09-04,2026-09-04T08:18:37.256+00:00,,
faktion,faktion,https://registry.faktion.com,https://raw.githubusercontent.com/faktionbe/faktion-registry/main/registry.json,github,faktionbe/faktion-registry,https://github.com/faktionbe/faktion-registry,Extending the provided registry template of shadcn,MIT,0,0,2026-03-19T09:07:44+00:00,169,49,42,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:35:50.804+00:00,,
fancy,fancy,https://www.fancycomponents.dev,https://www.fancycomponents.dev/r/registry.json,live,danielpetho/fancy,https://github.com/danielpetho/fancy,,,,,,,,158,158,0,free,https://fancycomponents.dev/docs/components/background/pixel-trail,,active,2026-08-01,2026-09-04,2026-09-04T08:16:30.471+00:00,,
fastrag-ui,fastrag-ui,https://agrospai.github.io,https://raw.githubusercontent.com/AgrospAI/chatbot-tools/main/ui/registry/registry.json,github,AgrospAI/chatbot-tools,https://github.com/AgrospAI/chatbot-tools,Monorepo with our tools to build Chatbots from scratch,,1,0,2026-03-19T11:03:38+00:00,169,49,3,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:29:33.416+00:00,,
feature-lock-griffen,feature-lock-griffen,https://feature-lock.griffen.codes,https://raw.githubusercontent.com/gfargo/feature-lock/main/registry/registry.json,github,gfargo/feature-lock,https://github.com/gfargo/feature-lock,A collection of React components for building contextual upgrade experiences,MIT,0,0,2026-03-17T14:27:48+00:00,138,49,12,0,0,unknown,,,gone,2026-08-02,2026-08-02,2026-08-02T18:23:00.158+00:00,2026-08-06,
featuredrop,featuredrop,https://featuredrop.dev,https://featuredrop.dev/r/index.json,live,glincker/featuredrop,https://github.com/glincker/featuredrop,"Open-source product adoption toolkit. Smart feature announcements, tours, checklists, feedback — with a client-side behavioral engine. 3 kB core. React, Vue, Svelte, Next.js, Remix, Astro + more.",MIT,14,2,2026-03-01T05:29:12+00:00,187,26,5,5,0,free,https://featuredrop.dev/docs/shadcn/new-badge/,,active,2026-09-02,2026-09-04,2026-09-04T08:28:10.542+00:00,,
feedback-ui,feedback-ui,https://feedback-ui.kelet.ai,https://raw.githubusercontent.com/Kelet-ai/feedback-ui/main/registry.json,github,Kelet-ai/feedback-ui,https://github.com/Kelet-ai/feedback-ui,React components to collect Feedback (for product and AI),MIT,3,0,2026-03-29T19:38:47+00:00,159,49,1,1,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:29:02.066+00:00,,
fellasui,@fellasUI,https://diefapprik.de,https://raw.githubusercontent.com/codefellasDD/ui-registry-template/HEAD/registry.json,github,codefellasDD/ui-registry-template,https://github.com/codefellasDD/ui-registry-template,,,,,,,,19,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:18:43.778+00:00,,
figui,figui,https://figui.dev,https://figui.dev/r/registry.json,live,anxndsgn/FigUI,https://github.com/anxndsgn/FigUI,"FigUI is a figma ui3 style component library using react, tailwind and base-ui",MIT,30,3,2026-07-23T03:09:40+00:00,43,76,12,12,0,free,https://figui.dev/docs/components/button,true,active,2026-08-01,2026-09-04,2026-09-04T08:27:17.415+00:00,,
file-next,file-next,https://file-next.dev,https://raw.githubusercontent.com/Luisma92/file-next/main/registry/registry.json,github,Luisma92/file-next,https://github.com/Luisma92/file-next,"File-system abstraction over AWS S3 / Cloudflare R2 for Next.js, with a secondary metadata index and shadcn/ui components.",MIT,0,0,2026-06-25T16:07:45+00:00,58,76,7,0,0,unknown,,,gone,2026-08-02,2026-08-22,2026-08-22T08:24:50.334+00:00,2026-08-27,
file-tree,file-tree,https://filetree.sachi.dev,https://filetree.sachi.dev/r/registry.json,live,sachigoyal/filetree,https://github.com/sachigoyal/filetree,file tree component that you can use to display a file tree and search for files,,,,,,,1,1,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:18:43.101+00:00,,
files-sdk,files-sdk,https://files-sdk.dev,https://files-sdk.dev/r/registry.json,live,haydenbleasel/files-sdk,https://github.com/haydenbleasel/files-sdk,"A unified storage SDK for object and blob backends. One small, honest API. Web-standards I/O.",MIT,1526,46,2026-09-04T01:37:31+00:00,0,94,12,12,0,free,https://files-sdk.dev/docs/ui/components/dropzone,,active,2026-08-01,2026-09-04,2026-09-04T08:25:10.264+00:00,,
fileupload,fileupload,https://fileupload.sachi.dev,https://fileupload.sachi.dev/r/registry.json,live,sachigoyal/fileupload,https://github.com/sachigoyal/fileupload,file upload component that you can use to upload files to your server,,,,,,,1,1,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:18:43.691+00:00,,
fission-ui,fission-ui,https://fissionhq.github.io,https://raw.githubusercontent.com/FissionHQ/ui-design-system/main/public/registry.json,github,FissionHQ/ui-design-system,https://github.com/FissionHQ/ui-design-system,Fission UI design system — branded shadcn registry and style guide for Fission Labs projects,,0,0,2026-08-27T12:23:24+00:00,4,94,19,0,0,unknown,,,gone,2026-08-02,2026-08-31,2026-08-31T08:18:59.338+00:00,2026-09-04,
flag,flag,https://github.com,https://raw.githubusercontent.com/vorhdam-archive/deprecated-shadcn-flags/main/registry.json,github,vorhdam-archive/deprecated-shadcn-flags,https://github.com/vorhdam-archive/deprecated-shadcn-flags,,MIT,0,0,2026-02-18T10:03:33+00:00,198,26,1,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:35:46.658+00:00,,
flightcn,flightcn,https://flightcn.yencheng.dev,https://flightcn.yencheng.dev/r/registry.json,live,ridemountainpig/flightcn,https://github.com/ridemountainpig/flightcn,,,,,,,,2,2,0,free,https://flightcn.yencheng.dev/docs/flight,true,active,2026-08-01,2026-09-04,2026-09-04T08:32:44.551+00:00,,
flow-kit,flow-kit,https://flow-kit-beta.vercel.app,https://flow-kit-beta.vercel.app/r/registry.json,live,k4rtikay/ui-library,https://github.com/k4rtikay/ui-library,,,,,,,,3,3,0,free,https://flow-kit-beta.vercel.app/docs/components/card-stack,true,active,2026-08-02,2026-09-04,2026-09-04T08:18:44.578+00:00,,
flow-state-ui,flow-state-ui,https://flow-state.dev,https://raw.githubusercontent.com/fixpoint-labs/flow-state-dev/main/packages/ui/registry.json,github,fixpoint-labs/flow-state-dev,https://github.com/fixpoint-labs/flow-state-dev,,MIT,2,0,2026-09-04T02:41:16+00:00,0,94,25,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:29:17.029+00:00,,
flowkit-ui,flowkit-ui,https://flowkit-ui.vzkiss.com,https://flowkit-ui.vzkiss.com/r/registry.json,live,vzkiss/flowkit-ui,https://github.com/vzkiss/flowkit-ui,shadcn/ui components for the patterns shadcn doesn't cover,MIT,11,0,2026-04-22T20:11:36+00:00,135,49,1,1,0,free,https://flowkit-ui.vzkiss.com/docs/components/creatable-combobox,true,active,2026-08-01,2026-09-04,2026-09-04T08:28:19.421+00:00,,
fluid-functionalism,fluid-functionalism,https://fluidfunctionalism.com,https://fluidfunctionalism.com/r/registry.json,live,mickadesign/fluid-functionalism,https://github.com/mickadesign/fluid-functionalism,,,,,,,,64,30,23,mixed,,,active,2026-08-01,2026-09-04,2026-09-04T08:18:44.633+00:00,,
flx,flx,https://ui.flexnative.com,https://ui.flexnative.com/r/registry.json,live,felipemenezes098/ui-flx,https://github.com/felipemenezes098/ui-flx,,,,,,,,450,450,0,free,https://ui.flexnative.com/blocks/bento-grids/bento-grids-01,,active,2026-08-01,2026-09-04,2026-09-04T08:34:33.396+00:00,,
foldcn,foldcn,,https://raw.githubusercontent.com/elianiva/foldcn/master/packages/registry/registry/default/lib/registry.json,github,elianiva/foldcn,https://github.com/elianiva/foldcn,shadcn/ui in foldkit!,MIT,13,2,2026-09-04T07:33:00+00:00,0,94,3,0,0,unknown,,,active,2026-08-19,2026-09-04,2026-09-04T08:28:09.293+00:00,,
forge-registry,forge-registry,https://github.com,https://raw.githubusercontent.com/the-factory-forge/forge-registry/main/registry/registry.json,github,the-factory-forge/forge-registry,https://github.com/the-factory-forge/forge-registry,A set of element ready to be used for Agentic generated website,MIT,0,0,2026-09-03T12:51:57+00:00,1,94,46,0,0,unknown,,,active,2026-09-04,2026-09-04,2026-09-04T08:36:07.767+00:00,,
forgeui,ForgeUI,https://forgeui.in,https://forgeui.in/r/registry.json,live,AmanShakya0018/forgeui,https://github.com/AmanShakya0018/forgeui,"A library of React components for smooth, fast front-end development.",NOASSERTION,192,13,2026-07-20T15:24:59+00:00,46,76,24,24,0,free,https://forgeui.in/components/animated-form,true,active,2026-08-01,2026-09-04,2026-09-04T08:26:19.216+00:00,,
form-builder,form-builder,https://github.com,https://raw.githubusercontent.com/10x-media/payload-plugins/main/packages/form-builder/registry/registry.json,github,10x-media/payload-plugins,https://github.com/10x-media/payload-plugins,,MIT,0,0,2026-09-03T13:24:59+00:00,1,94,2,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:06.794+00:00,,
formance,formance,https://formance.com,https://raw.githubusercontent.com/formancehq/design-system/main/registry.json,github,formancehq/design-system,https://github.com/formancehq/design-system,,,3,2,2026-09-01T19:35:14+00:00,3,94,94,0,0,unknown,,,active,2026-08-11,2026-09-04,2026-09-04T08:29:05.997+00:00,,
